V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.0312842094003681,0.0497650411071146,0.00684231497257465,0.0305702825306523,0.00362143466021168,0.0589611630187891,0.00278916772608883,0.00551991810639534,0.0200115814160248
0.0312842094003681,0,0.00174061638954529,0.00198498955818403,0.00916086775915856,0.0238147336795877,0.0769473332086751,0.0019111924322691,0.00520944995614131,0.0489044865379769
0.0497650411071146,0.00174061638954529,0,0.00117001740294736,0.00712961131429272,0.0463907314130262,0.116000004554202,0.00205557981801034,0.00405545486917657,0.0916682235568674
0.00684231497257465,0.00198498955818403,0.00117001740294736,0,0.00208088684514387,0.00728995522358242,0.0673994616439814,0.00183129977891816,0.00293976023340288,0.0457846453907862
0.0305702825306523,0.00916086775915856,0.00712961131429272,0.00208088684514387,0,0.0128645560983366,0.0602602685252333,0.00275743870394271,0.00113026273131572,0.0330609047497462
0.00362143466021168,0.0238147336795877,0.0463907314130262,0.00728995522358242,0.0128645560983366,0,0.0328830390131475,0.00367446561603204,0.00454211106429162,0.00843730588611672
0.0589611630187891,0.0769473332086751,0.116000004554202,0.0673994616439814,0.0602602685252333,0.0328830390131475,0,0.0649783134951689,0.0392658723971301,0.000410991128230615
0.00278916772608883,0.0019111924322691,0.00205557981801034,0.00183129977891816,0.00275743870394271,0.00367446561603204,0.0649783134951689,0,0.00266451081115708,0.0405051097310858
0.00551991810639534,0.00520944995614131,0.00405545486917657,0.00293976023340288,0.00113026273131572,0.00454211106429162,0.0392658723971301,0.00266451081115708,0,0.0176697611829053
0.0200115814160248,0.0489044865379769,0.0916682235568674,0.0457846453907862,0.0330609047497462,0.00843730588611672,0.000410991128230615,0.0405051097310858,0.0176697611829053,0
