V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.074418255526826,0.00388120678235319,0.0157420219176779,0.00264767878605301,0.0015989138460005,1.42561396702305e-05,0.00292780699443105,0.00189336264807124,0.00433598142305722
0.074418255526826,0,0.0555092833712647,0.0411672009742952,0.00755557141687245,0.0198724101334707,0.0744125780023227,0.00231944070558168,0.00075514559906176,0.041378384892582
0.00388120678235319,0.0555092833712647,0,0.00279758030689102,0.000375351014045061,0.00434913993046737,0.00387687988167341,0.00107412394744347,0.00297759244644498,0.00717880269977708
0.0157420219176779,0.0411672009742952,0.00279758030689102,0,0.00177161742702429,0.000773459573742351,0.00285798820034444,0.00196696303487204,0.000661275857502543,0.0089960508815248
0.00264767878605301,0.00755557141687245,0.000375351014045061,0.00177161742702429,0,0.00147308446235911,0.00263920313684901,0.000534968785553252,0.0098705188773036,0.00114441407392479
0.0015989138460005,0.0198724101334707,0.00434913993046737,0.000773459573742351,0.00147308446235911,0,0.0016024732444991,0.00120908138385241,0.00328188622651427,1.71851272342919e-05
1.42561396702305e-05,0.0744125780023227,0.00387687988167341,0.00285798820034444,0.00263920313684901,0.0016024732444991,0,0.00291768403826392,0.00188434796892613,0.00433622646946257
0.00292780699443105,0.00231944070558168,0.00107412394744347,0.00196696303487204,0.000534968785553252,0.00120908138385241,0.00291768403826392,0,0.00268167748155805,0.00104135992885321
0.00189336264807124,0.00075514559906176,0.00297759244644498,0.000661275857502543,0.0098705188773036,0.00328188622651427,0.00188434796892613,0.00268167748155805,0,0.00454348366848901
0.00433598142305722,0.041378384892582,0.00717880269977708,0.0089960508815248,0.00114441407392479,1.71851272342919e-05,0.00433622646946257,0.00104135992885321,0.00454348366848901,0
