V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.00447491466890689,0.00806772734042713,0.00819084844749995,0.0037305079300973,0.00812442146651367,0.000585588460279436,0.00454170161036577,0.00751194617211527,0.00149399230012341
0.00447491466890689,0,0.0109539998866846,0.0143661304884999,0.0113002516105911,0.0039568681950374,0.00239270277364133,0.000706710936868155,0.00140956645824286,0.0097394414344502
0.00806772734042713,0.0109539998866846,0,0.0200602912044265,0.0105890185940292,0.0102715021699298,0.00359733417398131,0.0394537209905231,0.0160252749947282,0.00417381906139575
0.00819084844749995,0.0143661304884999,0.0200602912044265,0,0.060207642412901,0.0179115070918654,0.00347348644206106,0.0649097565873404,0.0444042675251544,0.00411614318247551
0.0037305079300973,0.0113002516105911,0.0105890185940292,0.060207642412901,0,0.0375328178418703,0.000690106644381966,0.0943558803847823,0.0869230718132887,0.00083223037315261
0.00812442146651367,0.0039568681950374,0.0102715021699298,0.0179115070918654,0.0375328178418703,0,0.00227107618975091,0.00159320544476387,0.00447928628378257,0.00156372869299459
0.000585588460279436,0.00239270277364133,0.00359733417398131,0.00347348644206106,0.000690106644381966,0.00227107618975091,0,0.00396123787774217,0.00173089867514909,0.000952590404838832
0.00454170161036577,0.000706710936868155,0.0394537209905231,0.0649097565873404,0.0943558803847823,0.00159320544476387,0.00396123787774217,0,0.0191562770537865,0.00253625601973923
0.00751194617211527,0.00140956645824286,0.0160252749947282,0.0444042675251544,0.0869230718132887,0.00447928628378257,0.00173089867514909,0.0191562770537865,0,0.00146186329620403
0.00149399230012341,0.0097394414344502,0.00417381906139575,0.00411614318247551,0.00083223037315261,0.00156372869299459,0.000952590404838832,0.00253625601973923,0.00146186329620403,0
