V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.00802073276549024,0.012023983297373,0.0100599460870099,0.00854548047285446,0.000407846291889724,0.0131011924977612,0.00805041902516185,0.0130104290946603,0.0130384365083053
0.00802073276549024,0,0.57394212090395,0.00642574712293747,0.0620311679478757,0.203849777569761,0.0980536772004564,0.583988160442417,0.00661909231296129,0.0290605779609046
0.012023983297373,0.57394212090395,0,0.0561470749334428,0.503572215621234,0.362111033785917,0.681030389232781,0.00200884621180331,0.241403061207751,0.615057513646427
0.0100599460870099,0.00642574712293747,0.0561470749334428,0,0.00648083084266681,0.0758106147811685,0.0177988485658697,0.0464146026202408,0.0415177148593344,0.00281392390425262
0.00854548047285446,0.0620311679478757,0.503572215621234,0.00648083084266681,0,0.13261442886459,0.168533020603968,0.512752811737246,0.0329188849804695,0.101805035749418
0.000407846291889724,0.203849777569761,0.362111033785917,0.0758106147811685,0.13261442886459,0,0.318919355446864,0.380138382872656,0.100957037506498,0.23390020826245
0.0131011924977612,0.0980536772004564,0.681030389232781,0.0177988485658697,0.168533020603968,0.318919355446864,0,0.69905773831952,0.105172233320061,0.0466270480022868
0.00805041902516185,0.583988160442417,0.00200884621180331,0.0464146026202408,0.512752811737246,0.380138382872656,0.69905773831952,0,0.231451396134219,0.614038591135106
0.0130104290946603,0.00661909231296129,0.241403061207751,0.0415177148593344,0.0329188849804695,0.100957037506498,0.105172233320061,0.231451396134219,0,0.0368491578332539
0.0130384365083053,0.0290605779609046,0.615057513646427,0.00281392390425262,0.101805035749418,0.23390020826245,0.0466270480022868,0.614038591135106,0.0368491578332539,0
