V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.3537000573115,0.148274839569315,0.0158252791143022,0.00479663211011716,0.0297315201716186,0.352928915085901,0.029495165828183,0.0281606873722111,0.0196346089593178
0.3537000573115,0,0.0861551329547252,0.153651609912066,0.00337702065331133,0.335873157747905,0.00363976080757853,0.0796986520438739,0.280906503400407,0.147266519242262
0.148274839569315,0.0861551329547252,0,0.137431232188612,0.0197295660580135,0.434954449092659,0.0136473499790348,0.177003477480025,0.183906403155957,0.244844787964596
0.0158252791143022,0.153651609912066,0.137431232188612,0,0.00954821453435979,0.23820174116766,0.152675433957554,0.0281714719999302,0.0714610910418598,0.0957327164303607
0.00479663211011716,0.00337702065331133,0.0197295660580135,0.00954821453435979,0,0.0110585721622358,0.00621660843486846,0.00254439405202857,0.00889224851956385,0.0146516552369538
0.0297315201716186,0.335873157747905,0.434954449092659,0.23820174116766,0.0110585721622358,0,0.454213344450536,0.252174176138076,0.0595517050491969,0.18456686338812
0.352928915085901,0.00363976080757853,0.0136473499790348,0.152675433957554,0.00621660843486846,0.454213344450536,0,0.0790109808527108,0.280111023585951,0.146578765736164
0.029495165828183,0.0796986520438739,0.177003477480025,0.0281714719999302,0.00254439405202857,0.252174176138076,0.0790109808527108,0,0.00478656711752001,0.0658417743590109
0.0281606873722111,0.280906503400407,0.183906403155957,0.0714610910418598,0.00889224851956385,0.0595517050491969,0.280111023585951,0.00478656711752001,0,0.0622735260377727
0.0196346089593178,0.147266519242262,0.244844787964596,0.0957327164303607,0.0146516552369538,0.18456686338812,0.146578765736164,0.0658417743590109,0.0622735260377727,0
