V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.0466323507700541,0.0197088495661475,0.00103654350442868,0.158248376935304,0.168418505107827,0.184040721842447,0.145497953327226,0.0595718800954748,0.126781162748119
0.0466323507700541,0,0.000510542679874273,0.0754007797788513,0.00971908023112676,0.00984456957059302,0.0168980591958319,0.021830587457099,0.0112469117155043,0.0113928984464618
0.0197088495661475,0.000510542679874273,0,0.0183872402672706,0.00270461852157116,0.00390805661880568,0.00359300924258992,0.00142452323157239,0.00338607873933074,0.00397182491759511
0.00103654350442868,0.0754007797788513,0.0183872402672706,0,0.131113659340579,0.242283307117403,0.154112685975087,0.127129039697578,0.252046068732084,0.367209458235022
0.158248376935304,0.00971908023112676,0.00270461852157116,0.131113659340579,0,0.004572913738434,0.0016478348966187,0.000786480881170119,0.191738785421837,0.447665661034263
0.168418505107827,0.00984456957059302,0.00390805661880568,0.242283307117403,0.004572913738434,0,0.0202861278211901,0.00162589495957829,0.00468128551381851,0.0177969338118878
0.184040721842447,0.0168980591958319,0.00359300924258992,0.154112685975087,0.0016478348966187,0.0202861278211901,0,0.00119858833960719,0.0103934239538123,0.0381413921793246
0.145497953327226,0.021830587457099,0.00142452323157239,0.127129039697578,0.000786480881170119,0.00162589495957829,0.00119858833960719,0,0.00634398082439143,0.00898584085884669
0.0595718800954748,0.0112469117155043,0.00338607873933074,0.252046068732084,0.191738785421837,0.00468128551381851,0.0103934239538123,0.00634398082439143,0,0.00494361619850451
0.126781162748119,0.0113928984464618,0.00397182491759511,0.367209458235022,0.447665661034263,0.0177969338118878,0.0381413921793246,0.00898584085884669,0.00494361619850451,0
