V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.00684766611437983,0.0123591479029434,0.0452724655038031,0.00818729130429474,0.020000039941862,0.00907713332366218,0.100369393540721,0.00483481370214431,0.0966198135697875
0.00684766611437983,0,0.0010915995456549,0.0513322117446826,0.03077927024317,0.035246476603135,0.0109360090277924,0.153865705173538,0.00412717302340342,0.260487721271189
0.0123591479029434,0.0010915995456549,0,0.11425398230019,0.0543987677457939,0.0727960559686522,0.00542100378585206,0.18210114633762,0.00578511239836707,0.14724889482609
0.0452724655038031,0.0513322117446826,0.11425398230019,0,0.00248293986978095,0.0218164241321291,0.125369684650371,0.190727279804447,0.00914933784255678,0.0485625955852976
0.00818729130429474,0.03077927024317,0.0543987677457939,0.00248293986978095,0,0.00216863921614194,0.0160350616960733,0.0119948935633268,0.00650615577365928,0.0109660555349751
0.020000039941862,0.035246476603135,0.0727960559686522,0.0218164241321291,0.00216863921614194,0,0.0655828696537504,0.0782754749788006,0.00433501840813732,0.016926478677035
0.00907713332366218,0.0109360090277924,0.00542100378585206,0.125369684650371,0.0160350616960733,0.0655828696537504,0,0.000364772516614773,0.0103696080675116,0.166422104912619
0.100369393540721,0.153865705173538,0.18210114633762,0.190727279804447,0.0119948935633268,0.0782754749788006,0.000364772516614773,0,0.0124880872107518,0.550257046525715
0.00483481370214431,0.00412717302340342,0.00578511239836707,0.00914933784255678,0.00650615577365928,0.00433501840813732,0.0103696080675116,0.0124880872107518,0,0.00888301895934161
0.0966198135697875,0.260487721271189,0.14724889482609,0.0485625955852976,0.0109660555349751,0.016926478677035,0.166422104912619,0.550257046525715,0.00888301895934161,0
