V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
0,0.00214844106885864,0.00847181534894958,0.00168984625900933,0.00111700782715006,0.00590183443934868,0.00326136104775919,0.013175700863121,0.00370203421274647,0.0461913130660777
0.00214844106885864,0,0.0129750996110724,0.00430505826204615,0.00257510635836983,0.00768840411517601,0.014314754055573,0.011209201708349,0.00231989706078477,0.0169296665884196
0.00847181534894958,0.0129750996110724,0,0.00541739571627635,0.0118723941991678,0.0140962276837624,0.0122922454374986,0.00101095731414518,0.00418597148163964,0.0112430533186039
0.00168984625900933,0.00430505826204615,0.00541739571627635,0,0.00409794976302941,0.0257218339255753,0.00569065526287306,0.0148163078291308,0.0659601691682623,0.0312281806116942
0.00111700782715006,0.00257510635836983,0.0118723941991678,0.00409794976302941,0,0.0382200738450827,0.0191370889530198,0.0142148186671009,0.0504207768193179,0.0325543779948662
0.00590183443934868,0.00768840411517601,0.0140962276837624,0.0257218339255753,0.0382200738450827,0,0.0126924288261778,0.0161032842041603,0.0273625152749161,0.0160184596438844
0.00326136104775919,0.014314754055573,0.0122922454374986,0.00569065526287306,0.0191370889530198,0.0126924288261778,0,0.0161940032276735,0.0941037029937664,0.0471820693563834
0.013175700863121,0.011209201708349,0.00101095731414518,0.0148163078291308,0.0142148186671009,0.0161032842041603,0.0161940032276735,0,0.0164799843965522,0.000980841575352905
0.00370203421274647,0.00231989706078477,0.00418597148163964,0.0659601691682623,0.0504207768193179,0.0273625152749161,0.0941037029937664,0.0164799843965522,0,0.0239537062832027
0.0461913130660777,0.0169296665884196,0.0112430533186039,0.0312281806116942,0.0325543779948662,0.0160184596438844,0.0471820693563834,0.000980841575352905,0.0239537062832027,0
